name,slottime_GMT,slottype,slotavg,pointTitle
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 17:00:00,H,30673.0575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 18:00:00,H,31103.4975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 19:00:00,H,30845.6925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 20:00:00,H,30274.4,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 21:00:00,H,30038.655,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 22:00:00,H,29764.7625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-03 23:00:00,H,29388.1425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 00:00:00,H,29434.9025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 01:00:00,H,29337.3875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 02:00:00,H,30673.805,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 03:00:00,H,33682.585,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 04:00:00,H,35335.1575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 05:00:00,H,37627.7775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 06:00:00,H,40228.905,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 07:00:00,H,43122.765,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 08:00:00,H,44945.315,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 09:00:00,H,48079.155,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 10:00:00,H,50818.1175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 11:00:00,H,46712.195,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 12:00:00,H,39076.4,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 13:00:00,H,35369.16,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 14:00:00,H,34218.1775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 15:00:00,H,33108.71,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 16:00:00,H,32145.4025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 17:00:00,H,31511.7375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 18:00:00,H,31631.2675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 19:00:00,H,31154.7575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 20:00:00,H,30867.8825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 21:00:00,H,30722.9275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 22:00:00,H,30242.595,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-04 23:00:00,H,29800.3475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 00:00:00,H,29997.4925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 01:00:00,H,30009.815,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 02:00:00,H,29994.4575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 03:00:00,H,29689.28,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 04:00:00,H,28922.1425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 05:00:00,H,29101.39,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 06:00:00,H,30477.2325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 07:00:00,H,30236.2,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 08:00:00,H,30464.4175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 09:00:00,H,32054.655,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 10:00:00,H,35810.5,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 11:00:00,H,37605.255,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 12:00:00,H,37283.99,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 13:00:00,H,37616.575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 14:00:00,H,35469.8475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 15:00:00,H,35807.5625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 16:00:00,H,35323.915,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 17:00:00,H,35900.4025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 18:00:00,H,37588.265,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 19:00:00,H,36192.3375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 20:00:00,H,33320.285,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 21:00:00,H,32512.8125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 22:00:00,H,31636.1725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-05 23:00:00,H,30727.725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 00:00:00,H,30707.3275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 01:00:00,H,30424.45,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 02:00:00,H,29938.73,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 03:00:00,H,29269.5575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 04:00:00,H,28803.62,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 05:00:00,H,28560.5125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 06:00:00,H,28963.295,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 07:00:00,H,30332.3025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 08:00:00,H,31635.6525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 09:00:00,H,33361.2825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 10:00:00,H,37233.66,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 11:00:00,H,38543.415,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 12:00:00,H,38379.8725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 13:00:00,H,38973.4825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 14:00:00,H,37705.275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 15:00:00,H,37128.6975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 16:00:00,H,36554.7925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 17:00:00,H,35771.0125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 18:00:00,H,34560.0625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 19:00:00,H,34922.86,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 20:00:00,H,33325.235,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 21:00:00,H,32792.3275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 22:00:00,H,31860.3275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-06 23:00:00,H,31016.1175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 00:00:00,H,31207.385,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 01:00:00,H,31420.995,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 02:00:00,H,32428.3425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 03:00:00,H,33542.875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 04:00:00,H,33573.425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 05:00:00,H,33793.33,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 06:00:00,H,34117.105,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 07:00:00,H,33771.2025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 08:00:00,H,35454.385,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 09:00:00,H,38432.735,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 10:00:00,H,43742.5925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 11:00:00,H,43428.6,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 12:00:00,H,40736.3975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 13:00:00,H,38491.2675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 14:00:00,H,37548.7975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 15:00:00,H,36583.1525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 16:00:00,H,34760.34,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 17:00:00,H,34890.005,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 18:00:00,H,33919.095,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 19:00:00,H,32881.905,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 20:00:00,H,31851.12,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 21:00:00,H,31502.0675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 22:00:00,H,31015.8825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-07 23:00:00,H,30155.84,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 00:00:00,H,30399.085,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 01:00:00,H,30047.3975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 02:00:00,H,29781.37,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 03:00:00,H,28717.005,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 04:00:00,H,30087.5125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 05:00:00,H,30047.21,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 06:00:00,H,28843.1525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 07:00:00,H,29230.3375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 08:00:00,H,29440.425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 09:00:00,H,31323.0225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 10:00:00,H,36202.81,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 11:00:00,H,35918.7675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 12:00:00,H,33626.615,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 13:00:00,H,32682.5725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 14:00:00,H,32521.1775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 15:00:00,H,33689.19,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 16:00:00,H,33045.3575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 17:00:00,H,31984.3825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 18:00:00,H,32194.9225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 19:00:00,H,32175.6125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 20:00:00,H,31292.0775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 21:00:00,H,30805.3325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 22:00:00,H,30746.63,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-08 23:00:00,H,30340.8025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 00:00:00,H,30326.8575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 01:00:00,H,30504.005,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 02:00:00,H,29533.145,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 03:00:00,H,28498.5075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 04:00:00,H,28124.485,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 05:00:00,H,28586.73,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 06:00:00,H,29352.5975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 07:00:00,H,29046.8525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 08:00:00,H,30035.275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 09:00:00,H,30402.85,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 10:00:00,H,32539.0225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 11:00:00,H,32860.3375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 12:00:00,H,31178.8475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 13:00:00,H,30448.05,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 14:00:00,H,30189.89,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 15:00:00,H,29505.5875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 16:00:00,H,29613.4175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 17:00:00,H,29268.26,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 18:00:00,H,28936.27,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 19:00:00,H,28847.8575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 20:00:00,H,28477.4975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 21:00:00,H,28405.0125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 22:00:00,H,27715.495,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-09 23:00:00,H,27426.4525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 00:00:00,H,28146.735,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 01:00:00,H,28821.7925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 02:00:00,H,30265.845,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 03:00:00,H,31626.5575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 04:00:00,H,32688.75,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 05:00:00,H,36990.9875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 06:00:00,H,39722.0575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 07:00:00,H,43716.3475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 08:00:00,H,46011.675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 09:00:00,H,48510.48,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 10:00:00,H,51452.04,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 11:00:00,H,46157.725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 12:00:00,H,35824.175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 13:00:00,H,31699.94,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 14:00:00,H,30255.1675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 15:00:00,H,29357.7525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 16:00:00,H,29154.305,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 17:00:00,H,28754.6625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 18:00:00,H,28821.7125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 19:00:00,H,28390.375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 20:00:00,H,28476.65,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 21:00:00,H,28049.3875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 22:00:00,H,27411.01,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-10 23:00:00,H,26942.23,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 00:00:00,H,27013.465,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 01:00:00,H,27861.4325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 02:00:00,H,28675.6925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 03:00:00,H,29848.02,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 04:00:00,H,29793.3475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 05:00:00,H,31579.7675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 06:00:00,H,31141.965,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 07:00:00,H,32810.6225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 08:00:00,H,33447.8475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 09:00:00,H,34713.6,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 10:00:00,H,37288.6775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 11:00:00,H,36287.71,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 12:00:00,H,33313.795,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 13:00:00,H,32905.9475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 14:00:00,H,32602.6825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 15:00:00,H,31932.1675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 16:00:00,H,31296.49,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 17:00:00,H,30841.0925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 18:00:00,H,30158.72,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 19:00:00,H,29664.165,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 20:00:00,H,29077.51,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 21:00:00,H,28532.1525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 22:00:00,H,28034.2625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-11 23:00:00,H,27668.6925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 00:00:00,H,27420.325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 01:00:00,H,27093.1625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 02:00:00,H,27092.77,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 03:00:00,H,26992.805,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 04:00:00,H,26575.5725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 05:00:00,H,26182.0075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 06:00:00,H,26524.26,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 07:00:00,H,26987.1575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 08:00:00,H,27383.35,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 09:00:00,H,28259.9475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 10:00:00,H,31435.875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 11:00:00,H,31796.2525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 12:00:00,H,31848.92,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 13:00:00,H,32068.2725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 14:00:00,H,30197.9025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 15:00:00,H,29114.115,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 16:00:00,H,29890.3525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 17:00:00,H,29878.2375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 18:00:00,H,29871.52,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 19:00:00,H,28508.97,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 20:00:00,H,28171.9725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 21:00:00,H,27941.7025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 22:00:00,H,27627.0775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-12 23:00:00,H,27468.57,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 00:00:00,H,30552.8225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 01:00:00,H,29583.0975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 02:00:00,H,29189.1825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 03:00:00,H,30003.855,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 04:00:00,H,30601.6325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 05:00:00,H,30068.74,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-07-13 06:00:00,H,29971.875,Total Steam Export
